MovieId,Number,VideoPath,MissingFields,ProtectedFields,ProviderPlan,Status,FailureCategory,Attempts,ElapsedMilliseconds,AddedFields,Reason
142,"STRS-205","Z:\bcbcbcbc\ca-ES\data\已命名电影\STRS-205+五星+娇小可爱清纯+高颜值.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
144,"FC2-1050737","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-1050737+0+四星+无码+白虎.mp4","NFO|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
145,"123014_01","Z:\bcbcbcbc\ca-ES\data\已命名电影\123014_01+0+四星+无码+白虎.mp4","NFO|Description|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
150,"FC2-2426564","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-2426564+不露脸+四星+无码+白虎.mp4","Actors|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
152,"TRE-098","Z:\bcbcbcbc\ca-ES\data\已命名电影\TRE-098+0+四星+爆操.mp4","Actors","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
155,"WNZ-959","Z:\bcbcbcbc\ca-ES\data\已命名电影\WNZ-959+0+四星+娇小可爱清纯.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
156,"VEM-172","Z:\bcbcbcbc\ca-ES\data\已命名电影\VEM-172+制服+高颜值.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
157,"FC2-1579287","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-1579287+0+无码.mp4","Actors|Genres|Poster|Fanart|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
159,"STRS-145","Z:\bcbcbcbc\ca-ES\data\已命名电影\STRS-145+0+制服+四星+爆操.mkv","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
161,"STSK-041","Z:\bcbcbcbc\ca-ES\data\已命名电影\STSK-041+0+四星+强制+高颜值.mp4","Actors|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
180,"","Z:\bcbcbcbc\ca-ES\data\未分类\91大神自拍极品女友 高颜值反差婊90后骚母狗黄菀琳 教科书式性爱 字幕解说.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
181,"","Z:\bcbcbcbc\ca-ES\data\未分类\91极品萝莉风美少女▌粉色情人 ▌欢迎主人回家尽情享用会拐弯的巨根，娇小身躯就要被捅坏了.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
182,"","Z:\bcbcbcbc\ca-ES\data\未分类\G2420.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
183,"","Z:\bcbcbcbc\ca-ES\data\未分类\G2425.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
184,"","Z:\bcbcbcbc\ca-ES\data\未分类\91沈先生11-3双飞大秀.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
227,"","Z:\bcbcbcbc\ca-ES\data\未分类\DRIIIIIIPING and SQUIIIIIIRTING !!! DOUBLE CUM to Squirting Pussy while Shaking Orgasm in Cowgirl.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
243,"","Z:\bcbcbcbc\ca-ES\data\未分类\Female Orgasm while Missionary Pounding Ends with Creampie - CLOSE UP PUSSY FUCK.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
253,"","Z:\bcbcbcbc\ca-ES\data\未分类\G0707.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
254,"","Z:\bcbcbcbc\ca-ES\data\未分类\G0723.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
262,"","Z:\bcbcbcbc\ca-ES\data\未分类\G0319.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
283,"","Z:\bcbcbcbc\ca-ES\data\未分类\G0107.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
284,"","Z:\bcbcbcbc\ca-ES\data\未分类\G0418.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
285,"","Z:\bcbcbcbc\ca-ES\data\未分类\G0706.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
286,"","Z:\bcbcbcbc\ca-ES\data\未分类\G0708.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
287,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1205.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
288,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1401.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
289,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1405.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
290,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1509.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
291,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1511.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
292,"","Z:\bcbcbcbc\ca-ES\data\未分类\G2513.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
293,"","Z:\bcbcbcbc\ca-ES\data\未分类\G3109.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
352,"","Z:\bcbcbcbc\ca-ES\data\未分类\⑤えりか旅行後編特典.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
354,"FC2-1288053","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-1288053+四星+无码-1.mp4","NFO|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
357,"030416_512","Z:\bcbcbcbc\ca-ES\data\已命名电影\030416_512+四星+无码.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
359,"420MGMR-131","Z:\bcbcbcbc\ca-ES\data\已命名电影\420MGMR-131+丝袜+四星+好身材大长腿.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
361,"JEAN-480P","Z:\bcbcbcbc\ca-ES\data\已命名电影\JEAN-480P+外国+大屌.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
380,"","Z:\bcbcbcbc\ca-ES\data\未分类\B2414.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
409,"EBOD-00615H","Z:\bcbcbcbc\ca-ES\data\已命名电影\EBOD-00615H+四星+紧身裤.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
412,"0309MIAE-190","Z:\bcbcbcbc\ca-ES\data\未分类\0309miae190-h264.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
425,"DNW-053","Z:\bcbcbcbc\ca-ES\data\已命名电影\DNW-053+四星-1.mp4","Actors|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
442,"","Z:\bcbcbcbc\ca-ES\data\未分类\B1413.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
474,"QQCM-002","Z:\bcbcbcbc\ca-ES\data\已命名电影\QQCM-002-三星+国产+短片.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
492,"AVAV-77","Z:\bcbcbcbc\ca-ES\data\已命名电影\AVAV-77+bc+五星+高颜值.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
502,"","Z:\bcbcbcbc\ca-ES\data\未分类\【极品成人手游】放置传说 ! 三上化身歌姬，可以对她坏坏唷~.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
510,"","Z:\bcbcbcbc\ca-ES\data\未分类\91小郎君酒店约炮女神级的少妇 蒙眼操B 玩足交 最后还要操女神的嘴 高清露脸（薄码）完整版.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
534,"259LUXU-752","Z:\bcbcbcbc\ca-ES\data\已命名电影\259LUXU-752+三星+丝袜+制服+好身材大长腿.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
544,"","Z:\bcbcbcbc\ca-ES\data\未分类\G0910.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
545,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1206.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
546,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1213.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
547,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1806.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
570,"FC2-3163986","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-3163986+五星+娇小可爱清纯+高颜值.mp4","Actors|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
577,"FC2-3116291","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-3116291+四星+娇小可爱清纯+无码.mp4","Actors|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
604,"AIRU20200725","Z:\bcbcbcbc\ca-ES\data\已命名电影\VIDEO-2020-国产+好身材大长腿+短片-1.mp4","Actors|Fanart|NFO|Description|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 AIRU20200725 与文件重识别 VIDEO-2020 不一致。"
634,"SHKD-00775H","Z:\bcbcbcbc\ca-ES\data\未分类\shkd00775hhb.mp4","NFO|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
707,"HONB-281","Z:\bcbcbcbc\ca-ES\data\已命名电影\HHD-800+四星+按摩.mp4","Actors|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 HONB-281 与文件重识别 HHD-800 不一致。"
759,"230ORECO-408","Z:\bcbcbcbc\ca-ES\data\未分类\230ORECO-408.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
761,"ORECO-369","Z:\bcbcbcbc\ca-ES\data\未分类\230ORECO-369.mp4","Actors|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 ORECO-369 与文件重识别 230ORECO-369 不一致。"
763,"230ORECO-239","Z:\bcbcbcbc\ca-ES\data\未分类\230ORECO-239.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
764,"230ORECO-238","Z:\bcbcbcbc\ca-ES\data\未分类\230ORECO-238.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
765,"230ORECO-190","Z:\bcbcbcbc\ca-ES\data\未分类\230ORECO-190.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
766,"229SCUTE-1304","Z:\bcbcbcbc\ca-ES\data\未分类\229SCUTE-1304.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
785,"SP-0366","Z:\bcbcbcbc\ca-ES\data\未分类\SP0366_水森一葉.wmv","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
793,"","Z:\bcbcbcbc\ca-ES\data\未分类\Manhandled 4 (CD2).avi","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
794,"","Z:\bcbcbcbc\ca-ES\data\未分类\Manhandled 4 (CD1).avi","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1001,"","Z:\bcbcbcbc\ca-ES\data\未分类\NY.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1002,"","Z:\bcbcbcbc\ca-ES\data\未分类\NY-b.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1003,"","Z:\bcbcbcbc\ca-ES\data\未分类\NY-A.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1085,"","Z:\bcbcbcbc\ca-ES\data\未分类\HE CUMS 3 TIMES !!! eXXXtreme Squirting and MULTIPLE DRIPPING CREAMPIE - HONEY PLAY BOX THREESOME !.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
